CardImageURLs:	
R2/R2-045.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-045.png
R2/R2-046.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-046.png
R2/R2-047.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-047.png
R2/R2-048.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-048.png
R2/R2-049.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-049.png
R2/R2-050.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-050.png
R2/R2-051.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-051.png
R2/R2-052.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-052.png
R2/R2-053.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-053.png
R2/R2-054.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-054.png
R2/R2-055.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-055.png
R2/R2-056.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-056.png
R2/R2-057.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-057.png
R2/R2-058.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-058.png
R2/R2-059.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-059.png
R2/R2-060.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-060.png
R2/R2-061.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-061.png
R2/R2-062.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-062.png
R2/R2-063.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-063.png
R2/R2-064.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-064.png
R2/R2-065.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-065.png
R2/R2-066.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-066.png
R2/R2-067.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-067.png
R2/R2-068.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-068.png
R2/R2-069.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-069.png
R2/R2-070.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-070.png
R2/R2-071.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-071.png
R2/R2-072.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R2/R2-072.png
R3/R3-001.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-001.png
R3/R3-002.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-002.png
R3/R3-003.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-003.png
R3/R3-004.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-004.png
R3/R3-005.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-005.png
R3/R3-006.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-006.png
R3/R3-007.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-007.png
R3/R3-008.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-008.png
R3/R3-009.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-009.png
R3/R3-010.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-010.png
R3/R3-011.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-011.png
R3/R3-012.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-012.png
R3/R3-013.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-013.png
R3/R3-014.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-014.png
R3/R3-015.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-015.png
R3/R3-016.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-016.png
R3/R3-017.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-017.png
R3/R3-018.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-018.png
R3/R3-019.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-019.png
R3/R3-020.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-020.png
R3/R3-021.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-021.png
R3/R3-022.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-022.png
R3/R3-023.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-023.png
R3/R3-024.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-024.png
R3/R3-025.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-025.png
R3/R3-026.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-026.png
R3/R3-027.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-027.png
R3/R3-028.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-028.png
R3/R3-029.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-029.png
R3/R3-030.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-030.png
R3/R3-031.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-031.png
R3/R3-032.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-032.png
R3/R3-033.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-033.png
R3/R3-034.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-034.png
R3/R3-035.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-035.png
R3/R3-036.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-036.png
R3/R3-037.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-037.png
R3/R3-038.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-038.png
R3/R3-039.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-039.png
R3/R3-040.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-040.png
R3/R3-041.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-041.png
R3/R3-042.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-042.png
R3/R3-043.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-043.png
R3/R3-044.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-044.png
R3/R3-045.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-045.png
R3/R3-046.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-046.png
R3/R3-047.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-047.png
R3/R3-048.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-048.png
R3/R3-049.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-049.png
R3/R3-050.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-050.png
R3/R3-051.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-051.png
R3/R3-052.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-052.png
R3/R3-053.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-053.png
R3/R3-054.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-054.png
R3/R3-055.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-055.png
R3/R3-056.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-056.png
R3/R3-057.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-057.png
R3/R3-058.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-058.png
R3/R3-059.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-059.png
R3/R3-060.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-060.png
R3/R3-061.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-061.png
R3/R3-062.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-062.png
R3/R3-063.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-063.png
R3/R3-064.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-064.png
R3/R3-065.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-065.png
R3/R3-066.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-066.png
R3/R3-067.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-067.png
R3/R3-068.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-068.png
R3/R3-069.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-069.png
R3/R3-070.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-070.png
R3/R3-071.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R3/R3-071.png
RA/RA-001.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-001.png
RA/RA-002.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-002.png
RA/RA-003.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-003.png
RA/RA-004.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-004.png
RA/RA-005.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-005.png
RA/RA-006.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-006.png
RA/RA-007.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-007.png
RA/RA-008.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-008.png
RA/RA-009.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-009.png
RA/RA-010.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-010.png
RA/RA-011.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-011.png
RA/RA-012.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-012.png
RA/RA-013.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-013.png
RA/RA-014.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-014.png
RA/RA-015.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-015.png
RA/RA-016.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-016.png
RA/RA-017.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-017.png
RA/RA-018.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-018.png
RA/RA-019.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-019.png
RA/RA-020.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-020.png
RA/RA-021.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-021.png
RA/RA-022.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-022.png
RA/RA-023.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-023.png
RA/RA-024.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-024.png
RA/RA-025.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-025.png
RA/RA-026.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-026.png
RA/RA-027.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-027.png
RA/RA-028.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-028.png
RA/RA-029.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-029.png
RA/RA-030.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-030.png
RA/RA-031.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-031.png
RA/RA-032.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-032.png
RA/RA-033.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-033.png
RA/RA-034.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-034.png
RA/RA-035.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-035.png
RA/RA-036.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-036.png
RA/RA-037.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-037.png
RA/RA-038.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-038.png
RA/RA-039.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-039.png
RA/RA-040.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-040.png
RA/RA-041.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-041.png
RA/RA-042.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-042.png
RA/RA-043.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-043.png
RA/RA-044.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-044.png
RA/RA-045.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-045.png
RA/RA-046.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-046.png
RA/RA-047.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/RA/RA-047.png
R4/R4-001.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-001.png
R4/R4-002.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-002.png
R4/R4-003.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-003.png
R4/R4-004.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-004.png
R4/R4-005.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-005.png
R4/R4-006.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-006.png
R4/R4-007.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-007.png
R4/R4-008.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-008.png
R4/R4-009.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-009.png
R4/R4-010.png	https://raw.githubusercontent.com/BlueCavalier41/FETCG-Lackey/main/R4/R4-010.png
